"Regionale kerncijfers Nederland"
""
"";"";"Onderwerp"
"";"";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Voortgezet onderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsopleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsbegeleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Hoger beroepsonderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Wetenschappelijk onderwijs"
"Perioden";"Regio's";"aantal";"aantal";"aantal";"aantal";"aantal"
"2013";"Aalburg";"893";"249";"172";"247";"46"
"2013";"Aalsmeer";"1889";"504";"183";"573";"195"
"2013";"Aarle-Rixtel";"";"";"";"";""
"2013";"Abcoude";"";"";"";"";""
"2013";"Akersloot";"";"";"";"";""
"2013";"Alkmaar";"4921";"2005";"715";"2210";"718"
"2013";"Alphen en Riel";"";"";"";"";""
"2013";"Alphen-Chaam";"573";"221";"100";"221";"61"
"2013";"Altena";"";"";"";"";""
"2013";"Amerongen";"";"";"";"";""
"2013";"Amersfoort";"9707";"3076";"1059";"3868";"1104"
"2013";"Amstelveen";"4651";"977";"317";"1940";"3165"
"2013";"Amsterdam";"34773";"14430";"3346";"25766";"30672"
"2013";"Andijk";"";"";"";"";""
"2013";"Anna Paulowna";"";"";"";"";""
"2013";"Asten";"967";"396";"131";"358";"71"
"2013";"Baarle-Nassau";"269";"103";"76";"114";"18"
"2013";"Baarn";"1457";"350";"167";"449";"146"
"2013";"Bakel en Milheeze";"";"";"";"";""
"2013";"Beek en Donk";"";"";"";"";""
"2013";"Beemster";"573";"185";"63";"190";"54"
"2013";"Bennebroek";"";"";"";"";""
"2013";"Bergeijk";"1119";"432";"139";"376";"84"
"2013";"Bergen (NH.)";"1820";"472";"207";"504";"202"
"2013";"Bergen op Zoom";"3873";"1396";"589";"1365";"255"
"2013";"Bergeyk";"";"";"";"";""
"2013";"Berkel-Enschot";"";"";"";"";""
"2013";"Berlicum";"";"";"";"";""
"2013";"Bernheze";"2085";"709";"273";"659";"150"
"2013";"Best";"1983";"631";"162";"667";"169"
"2013";"Beverwijk";"2177";"835";"465";"765";"232"
"2013";"De Bilt";"2932";"583";"254";"823";"581"
"2013";"Bladel";"1227";"440";"189";"409";"64"
"2013";"Bladel en Netersel";"";"";"";"";""
"2013";"Blaricum";"640";"96";"32";"120";"74"
"2013";"Bloemendaal";"1841";"231";"57";"329";"249"
"2013";"Boekel";"696";"291";"121";"188";"30"
"2013";"Boxmeer";"1918";"704";"283";"644";"147"
"2013";"Boxtel";"1757";"659";"221";"701";"160"
"2013";"Breda";"9732";"3347";"1140";"9660";"1372"
"2013";"Breukelen";"";"";"";"";""
"2013";"Budel";"";"";"";"";""
"2013";"Bunnik";"956";"206";"69";"327";"216"
"2013";"Bunschoten";"1364";"413";"320";"376";"81"
"2013";"Bussum";"2346";"378";"144";"607";"299"
"2013";"Castricum";"2416";"639";"203";"923";"299"
"2013";"Chaam";"";"";"";"";""
"2013";"Cothen";"";"";"";"";""
"2013";"Cranendonck";"973";"395";"148";"448";"93"
"2013";"Cuijk";"1601";"650";"211";"549";"128"
"2013";"Deurne";"1839";"956";"324";"727";"164"
"2013";"Diemen";"1453";"500";"110";"1434";"1242"
"2013";"Diessen";"";"";"";"";""
"2013";"Dijk en Waard";"";"";"";"";""
"2013";"Dinteloord en Prinsenland";"";"";"";"";""
"2013";"Dongen";"1590";"541";"275";"535";"130"
"2013";"Doorn";"";"";"";"";""
"2013";"Drechterland";"1361";"419";"185";"372";"111"
"2013";"Driebergen-Rijsenburg";"";"";"";"";""
"2013";"Drimmelen";"1578";"565";"292";"549";"126"
"2013";"Drunen";"";"";"";"";""
"2013";"Den Dungen";"";"";"";"";""
"2013";"Dussen";"";"";"";"";""
"2013";"Edam-Volendam";"1846";"469";"232";"557";"259"
"2013";"Eemnes";"662";"186";"63";"176";"43"
"2013";"Eersel";"1096";"404";"195";"358";"88"
"2013";"Egmond";"";"";"";"";""
"2013";"Eindhoven";"10428";"3902";"1426";"8345";"6101"
"2013";"Enkhuizen";"993";"406";"175";"341";"73"
"2013";"Esch";"";"";"";"";""
"2013";"Etten-Leur";"2331";"879";"411";"894";"193"
"2013";"Fijnaart en Heijningen";"";"";"";"";""
"2013";"Geertruidenberg";"1165";"420";"260";"397";"71"
"2013";"Geldrop";"";"";"";"";""
"2013";"Geldrop-Mierlo";"2322";"723";"288";"837";"217"
"2013";"Gemert";"";"";"";"";""
"2013";"Gooise Meren";"";"";"";"";""
"2013";"Graft-De Rijp";"474";"163";"42";"126";"37"
"2013";"'s-Graveland";"";"";"";"";""
"2013";"Haarlem";"7868";"2427";"865";"4148";"1773"
"2013";"Haarlemmerliede en Spaarnwoude";"403";"115";"49";"155";"52"
"2013";"Haarlemmermeer";"9577";"2963";"881";"3244";"1342"
"2013";"Harenkarspel";"";"";"";"";""
"2013";"Harmelen";"";"";"";"";""
"2013";"Heemskerk";"2288";"916";"382";"858";"280"
"2013";"Heemstede";"1804";"290";"69";"407";"308"
"2013";"Heerhugowaard";"3378";"1159";"462";"1068";"280"
"2013";"Heiloo";"1555";"330";"113";"524";"182"
"2013";"Den Helder";"3044";"1481";"629";"833";"126"
"2013";"Hilversum";"5082";"1338";"541";"2015";"853"
"2013";"Hollands Kroon";"3086";"1130";"439";"799";"117"
"2013";"Hoorn";"4408";"1591";"523";"1527";"495"
"2013";"Houten";"3400";"849";"292";"1175";"549"
"2013";"Huizen";"2600";"735";"321";"889";"330"
"2013";"IJsselstein";"2377";"696";"243";"759";"296"
"2013";"Koggenland";"1547";"517";"215";"440";"101"
"2013";"Landsmeer";"696";"194";"56";"206";"89"
"2013";"Langbroek";"";"";"";"";""
"2013";"Langedijk";"1920";"594";"288";"525";"147"
"2013";"Laren (NH.)";"705";"106";"28";"145";"65"
"2013";"Leersum";"";"";"";"";""
"2013";"Leusden";"1884";"558";"191";"684";"179"
"2013";"Limmen";"";"";"";"";""
"2013";"Loenen";"";"";"";"";""
"2013";"Loosdrecht";"";"";"";"";""
"2013";"Lopik";"1064";"312";"164";"290";"69"
"2013";"Maarn";"";"";"";"";""
"2013";"Maarssen";"";"";"";"";""
"2013";"Maartensdijk";"";"";"";"";""
"2013";"Medemblik";"2804";"970";"338";"790";"184"
"2013";"Montfoort";"949";"286";"125";"303";"96"
"2013";"Muiden";"446";"85";"28";"111";"51"
"2013";"Naarden";"1351";"184";"66";"272";"144"
"2013";"Nederhorst den Berg";"";"";"";"";""
"2013";"Niedorp";"";"";"";"";""
"2013";"Nieuwegein";"3318";"1170";"465";"1234";"565"
"2013";"Noorder-Koggenland";"";"";"";"";""
"2013";"Obdam";"";"";"";"";""
"2013";"Oostzaan";"622";"182";"74";"200";"70"
"2013";"Opmeer";"749";"281";"116";"259";"47"
"2013";"Ouder-Amstel";"880";"158";"37";"286";"216"
"2013";"Oudewater";"673";"240";"97";"197";"37"
"2013";"Purmerend";"4691";"1951";"726";"1755";"562"
"2013";"Renswoude";"341";"95";"50";"95";"22"
"2013";"Rhenen";"1199";"369";"155";"308";"106"
"2013";"De Ronde Venen";"2984";"794";"305";"923";"387"
"2013";"Schagen";"2876";"1077";"403";"854";"169"
"2013";"Schermer";"371";"124";"52";"113";"26"
"2013";"Schoorl";"";"";"";"";""
"2013";"Soest";"2912";"817";"311";"921";"295"
"2013";"Stede Broec";"1416";"488";"197";"416";"92"
"2013";"Stichtse Vecht";"3911";"1125";"469";"1225";"520"
"2013";"Texel";"988";"219";"129";"70";"22"
"2013";"Uitgeest";"941";"330";"121";"307";"102"
"2013";"Uithoorn";"1981";"487";"192";"552";"221"
"2013";"Utrecht (gemeente)";"13945";"4959";"1358";"13476";"19624"
"2013";"Utrechtse Heuvelrug";"3242";"747";"299";"730";"340"
"2013";"Veenendaal";"4158";"1517";"521";"1532";"382"
"2013";"Velsen";"4433";"1425";"665";"1381";"546"
"2013";"Venhuizen";"";"";"";"";""
"2013";"Vianen";"1145";"463";"185";"334";"112"
"2013";"Vijfheerenlanden";"";"";"";"";""
"2013";"Vleuten-De Meern";"";"";"";"";""
"2013";"Waterland";"997";"267";"145";"384";"167"
"2013";"Weesp";"971";"328";"90";"385";"167"
"2013";"Wervershoof";"";"";"";"";""
"2013";"Wester-Koggenland";"";"";"";"";""
"2013";"Wieringen";"";"";"";"";""
"2013";"Wieringermeer";"";"";"";"";""
"2013";"Wijdemeren";"1500";"396";"133";"435";"140"
"2013";"Wijk bij Duurstede";"1616";"508";"211";"427";"128"
"2013";"Woerden";"3441";"892";"401";"1167";"419"
"2013";"Wognum";"";"";"";"";""
"2013";"Wormerland";"1035";"354";"140";"353";"120"
"2013";"Woudenberg";"858";"235";"142";"279";"73"
"2013";"Zaanstad";"8651";"3406";"1283";"3183";"1097"
"2013";"Zandvoort";"791";"269";"105";"288";"92"
"2013";"Zeevang";"448";"146";"62";"134";"40"
"2013";"Zeist";"3776";"957";"335";"1306";"1059"
"2013";"Zijpe";"";"";"";"";""
"2014";"Aalburg";"931";"273";"149";"224";"45"
"2014";"Aalsmeer";"1998";"505";"159";"599";"220"
"2014";"Aarle-Rixtel";"";"";"";"";""
"2014";"Abcoude";"";"";"";"";""
"2014";"Akersloot";"";"";"";"";""
"2014";"Alkmaar";"5052";"1985";"611";"2176";"701"
"2014";"Alphen en Riel";"";"";"";"";""
"2014";"Alphen-Chaam";"579";"207";"87";"232";"58"
"2014";"Altena";"";"";"";"";""
"2014";"Amerongen";"";"";"";"";""
"2014";"Amersfoort";"10017";"3184";"812";"3991";"1109"
"2014";"Amstelveen";"4630";"1006";"209";"2055";"3276"
"2014";"Amsterdam";"35553";"14275";"2563";"25993";"31013"
"2014";"Andijk";"";"";"";"";""
"2014";"Anna Paulowna";"";"";"";"";""
"2014";"Asten";"997";"402";"110";"362";"72"
"2014";"Baarle-Nassau";"262";"98";"64";"113";"15"
"2014";"Baarn";"1457";"371";"120";"457";"144"
"2014";"Bakel en Milheeze";"";"";"";"";""
"2014";"Beek en Donk";"";"";"";"";""
"2014";"Beemster";"546";"181";"70";"203";"57"
"2014";"Bennebroek";"";"";"";"";""
"2014";"Bergeijk";"1140";"428";"119";"387";"72"
"2014";"Bergen (NH.)";"1828";"468";"167";"462";"188"
"2014";"Bergen op Zoom";"3809";"1411";"493";"1368";"259"
"2014";"Bergeyk";"";"";"";"";""
"2014";"Berkel-Enschot";"";"";"";"";""
"2014";"Berlicum";"";"";"";"";""
"2014";"Bernheze";"2094";"712";"242";"678";"146"
"2014";"Best";"1970";"669";"171";"665";"174"
"2014";"Beverwijk";"2241";"867";"346";"766";"222"
"2014";"De Bilt";"3004";"567";"205";"850";"581"
"2014";"Bladel";"1208";"439";"160";"434";"81"
"2014";"Bladel en Netersel";"";"";"";"";""
"2014";"Blaricum";"697";"89";"34";"132";"75"
"2014";"Bloemendaal";"1896";"225";"55";"330";"261"
"2014";"Boekel";"706";"310";"112";"185";"34"
"2014";"Boxmeer";"1851";"748";"213";"643";"143"
"2014";"Boxtel";"1787";"646";"174";"725";"151"
"2014";"Breda";"9961";"3456";"902";"9953";"1352"
"2014";"Breukelen";"";"";"";"";""
"2014";"Budel";"";"";"";"";""
"2014";"Bunnik";"981";"216";"59";"303";"223"
"2014";"Bunschoten";"1340";"428";"241";"383";"80"
"2014";"Bussum";"2393";"412";"113";"599";"291"
"2014";"Castricum";"2408";"632";"208";"949";"277"
"2014";"Chaam";"";"";"";"";""
"2014";"Cothen";"";"";"";"";""
"2014";"Cranendonck";"1129";"393";"126";"462";"77"
"2014";"Cuijk";"1570";"644";"144";"550";"110"
"2014";"Deurne";"1852";"921";"243";"734";"139"
"2014";"Diemen";"1440";"521";"92";"1544";"1349"
"2014";"Diessen";"";"";"";"";""
"2014";"Dijk en Waard";"";"";"";"";""
"2014";"Dinteloord en Prinsenland";"";"";"";"";""
"2014";"Dongen";"1623";"583";"215";"523";"128"
"2014";"Doorn";"";"";"";"";""
"2014";"Drechterland";"1331";"429";"170";"392";"116"
"2014";"Driebergen-Rijsenburg";"";"";"";"";""
"2014";"Drimmelen";"1577";"597";"232";"548";"133"
"2014";"Drunen";"";"";"";"";""
"2014";"Den Dungen";"";"";"";"";""
"2014";"Dussen";"";"";"";"";""
"2014";"Edam-Volendam";"1932";"467";"217";"586";"275"
"2014";"Eemnes";"672";"184";"63";"155";"45"
"2014";"Eersel";"1079";"402";"166";"384";"95"
"2014";"Egmond";"";"";"";"";""
"2014";"Eindhoven";"10603";"3952";"1077";"8717";"6582"
"2014";"Enkhuizen";"1028";"384";"144";"334";"65"
"2014";"Esch";"";"";"";"";""
"2014";"Etten-Leur";"2415";"869";"296";"954";"172"
"2014";"Fijnaart en Heijningen";"";"";"";"";""
"2014";"Geertruidenberg";"1179";"458";"225";"402";"68"
"2014";"Geldrop";"";"";"";"";""
"2014";"Geldrop-Mierlo";"2305";"764";"251";"851";"217"
"2014";"Gemert";"";"";"";"";""
"2014";"Gooise Meren";"";"";"";"";""
"2014";"Graft-De Rijp";"473";"156";"38";"131";"37"
"2014";"'s-Graveland";"";"";"";"";""
"2014";"Haarlem";"8102";"2495";"687";"4095";"1732"
"2014";"Haarlemmerliede en Spaarnwoude";"397";"123";"47";"149";"44"
"2014";"Haarlemmermeer";"9891";"3021";"722";"3224";"1361"
"2014";"Harenkarspel";"";"";"";"";""
"2014";"Harmelen";"";"";"";"";""
"2014";"Heemskerk";"2320";"908";"343";"858";"267"
"2014";"Heemstede";"1803";"305";"43";"424";"277"
"2014";"Heerhugowaard";"3518";"1196";"453";"1016";"245"
"2014";"Heiloo";"1559";"353";"87";"551";"216"
"2014";"Den Helder";"3007";"1461";"550";"773";"119"
"2014";"Hilversum";"5264";"1404";"444";"2035";"773"
"2014";"Hollands Kroon";"3179";"1182";"428";"750";"115"
"2014";"Hoorn";"4407";"1699";"437";"1469";"483"
"2014";"Houten";"3532";"892";"242";"1160";"504"
"2014";"Huizen";"2590";"737";"267";"901";"298"
"2014";"IJsselstein";"2489";"668";"212";"759";"275"
"2014";"Koggenland";"1583";"541";"174";"440";"114"
"2014";"Landsmeer";"714";"179";"60";"208";"97"
"2014";"Langbroek";"";"";"";"";""
"2014";"Langedijk";"1937";"588";"279";"546";"147"
"2014";"Laren (NH.)";"715";"100";"33";"157";"64"
"2014";"Leersum";"";"";"";"";""
"2014";"Leusden";"1913";"537";"177";"650";"178"
"2014";"Limmen";"";"";"";"";""
"2014";"Loenen";"";"";"";"";""
"2014";"Loosdrecht";"";"";"";"";""
"2014";"Lopik";"1102";"335";"150";"287";"84"
"2014";"Maarn";"";"";"";"";""
"2014";"Maarssen";"";"";"";"";""
"2014";"Maartensdijk";"";"";"";"";""
"2014";"Medemblik";"2824";"965";"292";"820";"164"
"2014";"Montfoort";"930";"295";"111";"310";"98"
"2014";"Muiden";"476";"89";"20";"126";"43"
"2014";"Naarden";"1360";"213";"43";"266";"143"
"2014";"Nederhorst den Berg";"";"";"";"";""
"2014";"Niedorp";"";"";"";"";""
"2014";"Nieuwegein";"3378";"1155";"379";"1298";"508"
"2014";"Noorder-Koggenland";"";"";"";"";""
"2014";"Obdam";"";"";"";"";""
"2014";"Oostzaan";"624";"168";"61";"194";"87"
"2014";"Opmeer";"759";"290";"97";"272";"48"
"2014";"Ouder-Amstel";"919";"174";"24";"272";"197"
"2014";"Oudewater";"665";"239";"96";"209";"41"
"2014";"Purmerend";"4654";"1961";"570";"1804";"586"
"2014";"Renswoude";"328";"109";"50";"93";"23"
"2014";"Rhenen";"1214";"389";"151";"304";"111"
"2014";"De Ronde Venen";"2997";"753";"227";"940";"385"
"2014";"Schagen";"2845";"1121";"356";"852";"177"
"2014";"Schermer";"359";"127";"43";"118";"23"
"2014";"Schoorl";"";"";"";"";""
"2014";"Soest";"3006";"852";"226";"899";"277"
"2014";"Stede Broec";"1456";"509";"151";"401";"92"
"2014";"Stichtse Vecht";"3876";"1120";"352";"1238";"472"
"2014";"Texel";"977";"254";"118";"64";"19"
"2014";"Uitgeest";"906";"351";"117";"326";"96"
"2014";"Uithoorn";"1977";"548";"138";"560";"224"
"2014";"Utrecht (gemeente)";"14528";"5039";"1084";"14480";"20800"
"2014";"Utrechtse Heuvelrug";"3435";"781";"260";"748";"310"
"2014";"Veenendaal";"4190";"1544";"452";"1538";"377"
"2014";"Velsen";"4411";"1525";"530";"1386";"527"
"2014";"Venhuizen";"";"";"";"";""
"2014";"Vianen";"1192";"446";"139";"349";"104"
"2014";"Vijfheerenlanden";"";"";"";"";""
"2014";"Vleuten-De Meern";"";"";"";"";""
"2014";"Waterland";"1046";"277";"97";"354";"171"
"2014";"Weesp";"1004";"327";"67";"412";"143"
"2014";"Wervershoof";"";"";"";"";""
"2014";"Wester-Koggenland";"";"";"";"";""
"2014";"Wieringen";"";"";"";"";""
"2014";"Wieringermeer";"";"";"";"";""
"2014";"Wijdemeren";"1563";"399";"107";"416";"139"
"2014";"Wijk bij Duurstede";"1612";"530";"158";"421";"121"
"2014";"Woerden";"3491";"958";"330";"1144";"395"
"2014";"Wognum";"";"";"";"";""
"2014";"Wormerland";"1042";"394";"115";"360";"101"
"2014";"Woudenberg";"885";"241";"109";"288";"74"
"2014";"Zaanstad";"8857";"3475";"1094";"3181";"1037"
"2014";"Zandvoort";"819";"262";"82";"270";"105"
"2014";"Zeevang";"448";"153";"50";"125";"45"
"2014";"Zeist";"3891";"975";"292";"1327";"1081"
"2014";"Zijpe";"";"";"";"";""
"2015";"Aalburg";"934";"271";"140";"221";"37"
"2015";"Aalsmeer";"2079";"524";"155";"589";"238"
"2015";"Aarle-Rixtel";"";"";"";"";""
"2015";"Abcoude";"";"";"";"";""
"2015";"Akersloot";"";"";"";"";""
"2015";"Alkmaar";"5882";"2205";"648";"2272";"692"
"2015";"Alphen en Riel";"";"";"";"";""
"2015";"Alphen-Chaam";"589";"198";"77";"227";"55"
"2015";"Altena";"";"";"";"";""
"2015";"Amerongen";"";"";"";"";""
"2015";"Amersfoort";"10202";"3235";"757";"3933";"1207"
"2015";"Amstelveen";"4748";"973";"195";"1990";"3142"
"2015";"Amsterdam";"36349";"14267";"2271";"25995";"30465"
"2015";"Andijk";"";"";"";"";""
"2015";"Anna Paulowna";"";"";"";"";""
"2015";"Asten";"1032";"363";"93";"361";"74"
"2015";"Baarle-Nassau";"272";"102";"47";"106";"15"
"2015";"Baarn";"1471";"379";"116";"443";"151"
"2015";"Bakel en Milheeze";"";"";"";"";""
"2015";"Beek en Donk";"";"";"";"";""
"2015";"Beemster";"557";"176";"71";"187";"57"
"2015";"Bennebroek";"";"";"";"";""
"2015";"Bergeijk";"1123";"415";"144";"415";"77"
"2015";"Bergen (NH.)";"1844";"482";"162";"461";"191"
"2015";"Bergen op Zoom";"3838";"1405";"439";"1326";"274"
"2015";"Bergeyk";"";"";"";"";""
"2015";"Berkel-Enschot";"";"";"";"";""
"2015";"Berlicum";"";"";"";"";""
"2015";"Bernheze";"2141";"695";"225";"682";"155"
"2015";"Best";"2014";"669";"164";"694";"200"
"2015";"Beverwijk";"2227";"886";"281";"734";"223"
"2015";"De Bilt";"3049";"535";"171";"823";"569"
"2015";"Bladel";"1222";"468";"149";"408";"74"
"2015";"Bladel en Netersel";"";"";"";"";""
"2015";"Blaricum";"699";"103";"24";"131";"85"
"2015";"Bloemendaal";"1873";"217";"49";"331";"277"
"2015";"Boekel";"707";"273";"102";"223";"38"
"2015";"Boxmeer";"1791";"781";"196";"661";"147"
"2015";"Boxtel";"1847";"636";"176";"693";"172"
"2015";"Breda";"10152";"3443";"851";"9753";"1394"
"2015";"Breukelen";"";"";"";"";""
"2015";"Budel";"";"";"";"";""
"2015";"Bunnik";"985";"221";"67";"287";"225"
"2015";"Bunschoten";"1383";"441";"268";"358";"89"
"2015";"Bussum";"2428";"396";"123";"557";"308"
"2015";"Castricum";"2396";"646";"199";"888";"297"
"2015";"Chaam";"";"";"";"";""
"2015";"Cothen";"";"";"";"";""
"2015";"Cranendonck";"1192";"369";"113";"440";"94"
"2015";"Cuijk";"1557";"632";"154";"581";"113"
"2015";"Deurne";"1787";"877";"250";"706";"147"
"2015";"Diemen";"1418";"555";"88";"1464";"1338"
"2015";"Diessen";"";"";"";"";""
"2015";"Dijk en Waard";"";"";"";"";""
"2015";"Dinteloord en Prinsenland";"";"";"";"";""
"2015";"Dongen";"1603";"573";"212";"549";"131"
"2015";"Doorn";"";"";"";"";""
"2015";"Drechterland";"1344";"427";"140";"359";"105"
"2015";"Driebergen-Rijsenburg";"";"";"";"";""
"2015";"Drimmelen";"1560";"628";"220";"531";"117"
"2015";"Drunen";"";"";"";"";""
"2015";"Den Dungen";"";"";"";"";""
"2015";"Dussen";"";"";"";"";""
"2015";"Edam-Volendam";"2000";"469";"205";"584";"298"
"2015";"Eemnes";"690";"191";"56";"161";"39"
"2015";"Eersel";"1052";"410";"169";"387";"97"
"2015";"Egmond";"";"";"";"";""
"2015";"Eindhoven";"10755";"3868";"963";"8486";"7033"
"2015";"Enkhuizen";"1007";"377";"122";"320";"70"
"2015";"Esch";"";"";"";"";""
"2015";"Etten-Leur";"2492";"865";"254";"895";"179"
"2015";"Fijnaart en Heijningen";"";"";"";"";""
"2015";"Geertruidenberg";"1197";"417";"205";"388";"63"
"2015";"Geldrop";"";"";"";"";""
"2015";"Geldrop-Mierlo";"2322";"779";"234";"839";"238"
"2015";"Gemert";"";"";"";"";""
"2015";"Gooise Meren";"";"";"";"";""
"2015";"Graft-De Rijp";"";"";"";"";""
"2015";"'s-Graveland";"";"";"";"";""
"2015";"Haarlem";"8292";"2492";"633";"3874";"1667"
"2015";"Haarlemmerliede en Spaarnwoude";"393";"129";"38";"138";"46"
"2015";"Haarlemmermeer";"10033";"2998";"710";"3172";"1351"
"2015";"Harenkarspel";"";"";"";"";""
"2015";"Harmelen";"";"";"";"";""
"2015";"Heemskerk";"2313";"895";"345";"878";"291"
"2015";"Heemstede";"1924";"298";"44";"384";"258"
"2015";"Heerhugowaard";"3612";"1231";"437";"996";"248"
"2015";"Heiloo";"1587";"334";"94";"548";"201"
"2015";"Den Helder";"3160";"1459";"522";"793";"121"
"2015";"Hilversum";"5374";"1460";"429";"1992";"782"
"2015";"Hollands Kroon";"3200";"1188";"399";"726";"134"
"2015";"Hoorn";"4406";"1724";"405";"1397";"437"
"2015";"Houten";"3710";"847";"225";"1087";"468"
"2015";"Huizen";"2647";"756";"239";"856";"278"
"2015";"IJsselstein";"2565";"703";"192";"728";"292"
"2015";"Koggenland";"1555";"556";"195";"469";"121"
"2015";"Landsmeer";"707";"190";"58";"200";"105"
"2015";"Langbroek";"";"";"";"";""
"2015";"Langedijk";"1943";"598";"272";"531";"153"
"2015";"Laren (NH.)";"766";"105";"24";"138";"81"
"2015";"Leersum";"";"";"";"";""
"2015";"Leusden";"1984";"538";"175";"613";"196"
"2015";"Limmen";"";"";"";"";""
"2015";"Loenen";"";"";"";"";""
"2015";"Loosdrecht";"";"";"";"";""
"2015";"Lopik";"1086";"335";"148";"298";"84"
"2015";"Maarn";"";"";"";"";""
"2015";"Maarssen";"";"";"";"";""
"2015";"Maartensdijk";"";"";"";"";""
"2015";"Medemblik";"2866";"981";"281";"753";"180"
"2015";"Montfoort";"947";"331";"122";"309";"92"
"2015";"Muiden";"468";"91";"19";"113";"45"
"2015";"Naarden";"1394";"204";"47";"262";"166"
"2015";"Nederhorst den Berg";"";"";"";"";""
"2015";"Niedorp";"";"";"";"";""
"2015";"Nieuwegein";"3488";"1137";"350";"1229";"502"
"2015";"Noorder-Koggenland";"";"";"";"";""
"2015";"Obdam";"";"";"";"";""
"2015";"Oostzaan";"625";"191";"65";"192";"84"
"2015";"Opmeer";"760";"272";"98";"265";"56"
"2015";"Ouder-Amstel";"933";"168";"33";"259";"171"
"2015";"Oudewater";"636";"242";"74";"221";"53"
"2015";"Purmerend";"4776";"1920";"527";"1745";"570"
"2015";"Renswoude";"342";"118";"59";"94";"17"
"2015";"Rhenen";"1271";"393";"137";"316";"106"
"2015";"De Ronde Venen";"3011";"784";"263";"901";"363"
"2015";"Schagen";"2848";"1100";"400";"875";"194"
"2015";"Schermer";"";"";"";"";""
"2015";"Schoorl";"";"";"";"";""
"2015";"Soest";"3017";"914";"212";"871";"300"
"2015";"Stede Broec";"1422";"539";"141";"365";"94"
"2015";"Stichtse Vecht";"3937";"1096";"354";"1163";"488"
"2015";"Texel";"985";"232";"113";"87";"30"
"2015";"Uitgeest";"909";"346";"109";"325";"97"
"2015";"Uithoorn";"1954";"608";"140";"584";"254"
"2015";"Utrecht (gemeente)";"15426";"5195";"995";"14563";"20345"
"2015";"Utrechtse Heuvelrug";"3594";"792";"229";"761";"346"
"2015";"Veenendaal";"4233";"1538";"412";"1555";"401"
"2015";"Velsen";"4317";"1613";"502";"1321";"489"
"2015";"Venhuizen";"";"";"";"";""
"2015";"Vianen";"1245";"451";"137";"322";"109"
"2015";"Vijfheerenlanden";"";"";"";"";""
"2015";"Vleuten-De Meern";"";"";"";"";""
"2015";"Waterland";"1063";"292";"83";"343";"169"
"2015";"Weesp";"1037";"309";"55";"369";"164"
"2015";"Wervershoof";"";"";"";"";""
"2015";"Wester-Koggenland";"";"";"";"";""
"2015";"Wieringen";"";"";"";"";""
"2015";"Wieringermeer";"";"";"";"";""
"2015";"Wijdemeren";"1586";"394";"112";"401";"146"
"2015";"Wijk bij Duurstede";"1597";"523";"153";"421";"119"
"2015";"Woerden";"3545";"1003";"343";"1113";"374"
"2015";"Wognum";"";"";"";"";""
"2015";"Wormerland";"1049";"388";"123";"361";"95"
"2015";"Woudenberg";"912";"257";"100";"286";"69"
"2015";"Zaanstad";"8853";"3671";"1035";"3119";"1050"
"2015";"Zandvoort";"840";"258";"80";"255";"101"
"2015";"Zeevang";"407";"178";"40";"127";"29"
"2015";"Zeist";"3998";"950";"262";"1209";"1153"
"2015";"Zijpe";"";"";"";"";""
"2016";"Aalburg";"929";"273";"158";"236";"40"
"2016";"Aalsmeer";"2139";"538";"143";"603";"242"
"2016";"Aarle-Rixtel";"";"";"";"";""
"2016";"Abcoude";"";"";"";"";""
"2016";"Akersloot";"";"";"";"";""
"2016";"Alkmaar";"5954";"2206";"732";"2247";"715"
"2016";"Alphen en Riel";"";"";"";"";""
"2016";"Alphen-Chaam";"579";"196";"65";"229";"57"
"2016";"Altena";"";"";"";"";""
"2016";"Amerongen";"";"";"";"";""
"2016";"Amersfoort";"10373";"3289";"836";"3902";"1267"
"2016";"Amstelveen";"4743";"975";"191";"1908";"3126"
"2016";"Amsterdam";"36687";"14229";"2380";"25338";"29533"
"2016";"Andijk";"";"";"";"";""
"2016";"Anna Paulowna";"";"";"";"";""
"2016";"Asten";"1042";"334";"99";"376";"72"
"2016";"Baarle-Nassau";"293";"102";"44";"103";"13"
"2016";"Baarn";"1465";"404";"117";"438";"160"
"2016";"Bakel en Milheeze";"";"";"";"";""
"2016";"Beek en Donk";"";"";"";"";""
"2016";"Beemster";"559";"175";"57";"184";"55"
"2016";"Bennebroek";"";"";"";"";""
"2016";"Bergeijk";"1077";"423";"148";"407";"83"
"2016";"Bergen (NH.)";"1851";"477";"170";"461";"219"
"2016";"Bergen op Zoom";"3742";"1425";"434";"1347";"321"
"2016";"Bergeyk";"";"";"";"";""
"2016";"Berkel-Enschot";"";"";"";"";""
"2016";"Berlicum";"";"";"";"";""
"2016";"Bernheze";"2062";"702";"260";"765";"197"
"2016";"Best";"2025";"725";"180";"711";"198"
"2016";"Beverwijk";"2232";"955";"291";"731";"221"
"2016";"De Bilt";"3036";"579";"156";"810";"613"
"2016";"Bladel";"1176";"473";"149";"423";"90"
"2016";"Bladel en Netersel";"";"";"";"";""
"2016";"Blaricum";"725";"107";"34";"138";"107"
